partNumber,series,description
09823,1416,5.08MM TERMINAL BLOCK PLUGGABLE RISING CLAMP/SCERW TYPE FEMALE04P STRAIGHT TYPE H=26MM STANDARD WITH HOOK GREEN INSULATOR　
09186,1417,11.0 TERMINAL BLOCK BARRIER TYPE04PIN DIP STRAIGHT WITH MOUNTING EAR　
09188,1417,11.0 TERMINAL BLOCK BARRIER TYPE06PIN DIP STRAIGHT  WITH MOUNTING EAR　
09861,1418,10.0 TERMINAL BLOCK SPLICE TYPE12P H=16.3MM CROSS SCREW TYPE NATURAL COLOR　
14871,1418,10.0 TERMINAL BLOCK SPLICE TYPE WITH WIRE PROTECTOR 02 POLES H=1.74MM NYLON　
14873,1418,10.0 TERMINAL BLOCK SPLICE TYPE WITH WIRE PROTECTOR 03 POLES H=1.74MM NYLON　
21318,1420,5.08MM TERMINAL BLOCK WIRE PROTECTOR TYPE 10P DIP 180° H=10MM BLUE INSULATOR　
20053,1420,5.08MM TERMINAL BLOCK WIRE PROTECTOR TYPE 06PIN 45° GREEN　
20064,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 02PIN H=10.0MM  GREEN INSULATOR (BAG)　
20182,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 02PIN FEMALE HEIGHT:10MM BLACK　
20230,1421,"5.0MM TERMINAL BLOCK RISING CLAMP TYPE 02PIN FEMALE HEIGHT:10MM GREEN ""SCREW: CROSS TYPE""　"
19877,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 07PIN H=10.0MM GREEN INSULATOR　
19863,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 03P 45° CABLE ENTRY GREEN INSULATOR (BAG)　
19880,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 03PIN H=10.0MM GREEN INSULATOR　
14312,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 02P DIP 180° H=13.8MM GREEN INSULATOR　
14313,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 03PIN DIP 180° H=13.8MM GREEN INSULATOR　
14314,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 04PIN DIP 180° H=13.8MM GREEN INSULATOR　
14315,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 05PIN DIP 180° H=13.8MM GREEN INSULATOR 　
14316,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 06PIN DIP 180° H=13.8MM GREEN INSULATOR　
14317,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 07PIN DIP 180° H=13.8MM GREEN INSULATOR　
14318,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 08PIN DIP 180° H=13.8MM GREEN INSULATOR　
14319,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 09PIN DIP 180° H=13.8MM GREEN INSULATOR　
14320,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 10PIN DIP 180° H=13.8MM GREEN INSULATOR　
14321,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 11PIN DIP 180° H=13.8MM GREEN INSULATOR　
14322,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 12PIN DIP 180° H=13.8MM GREEN INSULATOR　
14323,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 13PIN DIP 180° H=13.8MM GREEN INSULATOR　
14324,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 14PIN DIP 180° H=13.8MM GREEN INSULATOR 　
14325,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 15PIN DIP 180° H=13.8MM GREEN INSULATOR　
14326,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 16PIN DIP 180° H=13.8MM GREEN INSULATOR　
14327,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 17PIN DIP 180° H=13.8MM GREEN INSULATOR　
14328,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 18PIN DIP 180° H=13.8MM GREEN INSULATOR 　
14329,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 19PIN DIP 180° H=13.8MM GREEN INSULATOR　
14330,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 20PIN DIP 180° H=13.8MM GREEN INSULATOR　
14331,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 21PIN DIP 180° H=13.8MM GREEN INSULATOR　
14332,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 22PIN DIP 180° H=13.8MM GREEN INSULATOR　
14333,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 23PIN DIP 180° H=13.8MM GREEN INSULATOR　
14334,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 24PIN DIP 180° H=13.8MM GREEN INSULATOR　
10027,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 04PIN H=10.0MM GREEN INSULATOR　
10028,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 05PIN H=10.0MM GREEN INSULATOR　
10029,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 06PIN H=10.0MM GREEN INSULATOR　
10031,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 08PIN FEMALE HEIGHT=10.0MM GREEN INSULATOR　
10032,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 09PIN H=10.0MM GREEN INSULATOR　
10033,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 10PIN H=10.0MM GREEN INSULATOR　
10034,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 11PIN H=10.0MM GREEN INSULATOR　
10035,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 12PIN H=10.0MM GREEN INSULATOR　
10037,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 03PIN FEMALE HEIGHT:14.0MM GREEN　
10040,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 06PIN FEMALE HEIGHT:14.2MM GREEN　
10049,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 04P 45° CABLE ENTRY GREEN INSULATOR (BAG)　
10051,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 06 45° CABLE ENTRY GREEN INSULATOR (SMALL BOX)　
10053,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 08P 45° CABLE ENTRY GREEN INSULATOR (SMALL BOX)　
09031,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 14PIN H=10.0MM GREEN INSULATOR　
09032,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 13PIN H=10.0MM GREEN INSULATOR　
08744,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 15PIN H=10.0MM GREEN INSULATOR　
21631,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 04P 45° CABLE ENTRY BLUE  INSULATOR　
21632,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 06P 45° CABLE ENTRY BLUE  INSULATOR　
21633,1421,5.0MM TERMINAL BLOCK RISING CLAMP TYPE 08P 45° CABLE ENTRY BLUE  INSULATOR　
22077,1421,"5.0MM TERMINAL BLOCK RISING CLAMP TYPE 06PIN FEMALE HEIGHT:10MM GREEN ""SCREW: CROSS TYPE""　"
21556,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE02PIN DIP 180°  BLACK INSULATOR　
21358,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE04P DIP 180° H=8.4MM BLUE INSULATOR (1 BAG=800PCS)　
22274,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE16P DIP 180° H=8.5M  LINE TYPE SCREW  BLUE INSULATOR  (PACKAGE: SMALL BOX)　
22277,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE16P DIP 180° LINE TYPE SCREW  BLACK INSULATOR　
10684,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE07PIN DIP 180° BLUE INSULATOR　
10686,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE09PIN DIP 180° BLUE INSULATOR　
10687,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE10PIN DIP 180° BLUE INSULATOR　
10688,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE11PIN DIP 180° BLUE INSULATOR　
10689,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE12PIN DIP 180° BLUE INSULATOR　
10690,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE13PIN DIP 180° BLUE INSULATOR　
10691,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE14PIN DIP 180° BLUE INSULATOR　
10692,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE15PIN DIP 180° BLUE INSULATOR　
10693,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE02PIN DIP 90° BLUE INSULATOR　
10694,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE03PIN DIP 90° BLUE INSULATOR　
10695,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE04PIN  DIP RIGHT ANGLE BLUE　
10696,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE05PIN  DIP RIGHT ANGLE BLUE　
10698,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE07PIN  DIP RIGHT ANGLE BLUE　
10700,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE09PIN DIP 90° BLUE INSULATOR　
10701,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE10PIN DIP 90° BLUE INSULATOR　
10702,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE11PIN  DIP RIGHT ANGLE BLUE　
10703,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE12PIN  DIP RIGHT ANGLE BLUE　
10704,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE13PIN  DIP RIGHT ANGLE BLUE　
10705,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE14PIN  DIP RIGHT ANGLE BLUE　
10706,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE15PIN  DIP RIGHT ANGLE BLUE　
19974,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE02P DIP 180° H=8.5MM BLUE INSULATOR  (1 BAG = 1500PCS)　
19963,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE02PIN DIP 180°  BLUE INSULATOR　
19964,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE06PIN DIP 180° BLUE INSULATOR　
19965,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE08PIN DIP 180° BLUE INSULATOR　
20223,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE05PIN DIP 180° BLUE INSULATOR　
20193,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE03PIN DIP 180° BLUE INSULATOR　
20001,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE04PIN DIP 180° BLUE INSULATOR　
21007,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE02P DIP 180° LINE TYPE BLACK INSULATOR　
20562,1423,3.5 TERMINAL BLOCK WIRE PROTECTOR TYPE03P DIP 180° H=8.4MM BLUE INSULATOR　
20714,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE6P VERTICAL LATCH TYPE DIP 90° GRAY INSULATOR　
19894,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE02 PIN GREEN DIP STRAIGHT　
19895,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE03 PIN GREEN DIP STRAIGHT　
19896,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE06 PIN GREEN DIP STRAIGHT　
19897,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE02 PIN GREEN DIP RIGHT ANGLE 　
19898,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE03P DIP 90° GREEN　
19899,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE06 PIN GREEN DIP RIGHT ANGLE 　
11353,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE04 PIN GREEN INSULATOR  DIP 90° (BAG)　
11354,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE05 PIN GREEN DIP RIGHT ANGLE 　
11356,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE07 PIN GREEN DIP RIGHT ANGLE 　
11357,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE08P DIP RIGHT ANGLE GREEN　
11358,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE09 PIN GREEN DIP RIGHT ANGLE 　
11359,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE10 PIN GREEN DIP RIGHT ANGLE 　
11360,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE11 PIN GREEN DIP RIGHT ANGLE 　
11361,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE12 PIN GREEN DIP RIGHT ANGLE 　
11362,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE13 PIN GREEN DIP RIGHT ANGLE 　
11363,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE14 PIN GREEN DIP RIGHT ANGLE 　
11364,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE15 PIN GREEN DIP RIGHT ANGLE 　
11365,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE16P  DIP RIGHT ANGLE GREEN　
11366,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE17 PIN GREEN DIP RIGHT ANGLE 　
11367,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE18 PIN GREEN DIP RIGHT ANGLE 　
11368,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE19 PIN GREEN DIP RIGHT ANGLE 　
11369,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE20 PIN GREEN DIP RIGHT ANGLE 　
11370,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE21 PIN GREEN DIP RIGHT ANGLE 　
11371,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE22 PIN GREEN DIP RIGHT ANGLE 　
11372,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE23 PIN GREEN DIP RIGHT ANGLE 　
11373,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE24 PIN GREEN DIP RIGHT ANGLE 　
11374,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE25 PIN GREEN DIP RIGHT ANGLE 　
11375,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE26 PIN GREEN DIP RIGHT ANGLE 　
11376,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE27 PIN GREEN DIP RIGHT ANGLE 　
11377,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE28 PIN GREEN DIP RIGHT ANGLE 　
11378,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE29 PIN GREEN DIP RIGHT ANGLE 　
11379,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE30 PIN GREEN DIP RIGHT ANGLE 　
11382,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE04 PIN GREEN DIP STRAIGHT　
11383,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE05 PIN GREEN DIP STRAIGHT　
11385,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE07 PIN GREEN DIP STRAIGHT　
11386,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE08 PIN GREEN DIP STRAIGHT　
11387,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE09 PIN GREEN DIP STRAIGHT　
11388,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE10P GREEN INSULATOR DIP STRAIGHT　
11389,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE11 PIN GREEN DIP STRAIGHT　
11390,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE12P DIP 180°  GREEN 　
11391,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE13 PIN GREEN DIP STRAIGHT　
11392,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE14 PIN GREEN DIP STRAIGHT　
11393,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE15 PIN GREEN DIP STRAIGHT　
11394,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE16 PIN GREEN DIP STRAIGHT　
11395,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE17 PIN GREEN DIP STRAIGHT　
11396,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE18 PIN GREEN DIP STRAIGHT　
11397,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE19 PIN GREEN DIP STRAIGHT　
11398,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE20 PIN GREEN DIP STRAIGHT　
11399,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE21 PIN GREEN DIP STRAIGHT　
11400,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE22 PIN GREEN DIP STRAIGHT　
11401,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE23 PIN GREEN DIP STRAIGHT　
11402,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE24 PIN GREEN DIP STRAIGHT　
21955,1424,2.54 TERMINAL BLOCK SPRING  CLAMP SCREWLESS TYPE04 PIN GRAY INSULATOR (BODY: GRAY + STEM: GRAY)  DIP 90° (BAG)　
13762,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
13763,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
13764,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
13765,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
13767,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
13769,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
19840,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
19841,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
19842,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
19843,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
19844,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
20327,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
20319,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
20320,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
20321,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
11232,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
11233,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
08614,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
07549,1426,3.5MM TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE
10458,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 20P DIP 90° GREEN  INSULATOR　
20059,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 04PIN WITH MOUNTING EAR GREEN　
20046,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 16PIN WITH MOUNTING EAR GREEN　
15704,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 02PIN GREEN　
15705,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 03PIN GREEN　
15706,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 04PIN GREEN　
15707,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 05PIN GREEN　
15708,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 06PIN GREEN　
15709,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 07PIN NO HOOK GREEN  (SMALL BOX)　
15710,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 08PIN NO HOOK GREEN　
15711,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 09PIN NO HOOK GREEN　
15712,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 10PIN NO HOOK GREEN　
15713,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 11PIN NO HOOK GREEN　
15714,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 12PIN NO HOOK GREEN　
15715,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 13PIN NO HOOK GREEN　
15716,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 14PIN NO HOOK GREEN　
15717,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 15PIN NO HOOK GREEN　
15718,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 16PIN NO HOOK GREEN　
15719,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 17PIN NO HOOK GREEN　
15720,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 18PIN NO HOOK GREEN　
15721,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 19PIN NO HOOK GREEN　
15722,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 20PIN NO HOOK GREEN　
15723,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 21PIN NO HOOK GREEN　
15724,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 22PIN NO HOOK GREEN　
15725,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 23PIN NO HOOK GREEN　
15726,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE 24PIN NO HOOK GREEN　
22327,1427,3.81 TERMINAL BLOCK PLUGGABLE RISING CLAMP TYPE FEMALE WITH MALE PIN 07P GREEN　
12697,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 02 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12698,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 03 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT (BAG)　
12699,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 04P DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12700,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 05 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12701,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 06 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12702,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 07 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12703,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 08 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12704,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 09 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12705,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 10P DIP 180° (13.8MM+25.5MM)STANDARD LAYOUT GREEN INSULATOR　
12706,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 11 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12707,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 12 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12708,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 13 PIN DIP STRAIGHT GREEN (13.8+25.3) STANDARD LAYOUT　
12709,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 14 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12710,1428,5.0 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 15 PIN DIP STRAIGHT GREEN (13.8+25.5) STANDARD LAYOUT　
12711,1429,5.08 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 02P (2X2) DIP STRAIGHT GREEN (13.8+25.3) STANDARD LAYOUT GREEN (SMALL BOX PACKAGE)　
12712,1429,5.08 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 03P(2X3) DIP STRAIGHT GREEN (13.8+25.3) STANDARD LAYOUT GREEN　
21898,1429,5.08 TERMINAL BLOCK RISING CLAMP TYPE DOUBLE DECK 06P(2X6) DIP STRAIGHT GREEN (13.8+25.3) STANDARD LAYOUT GREEN　
12598,1430,6.35 TERMINAL BLOCK BARRIER TYPE 08 PIN DIP RIGHT ANGLE WITHOUT MOUNTING EAR　
13528,1430,6.35 TERMINAL BLOCK BARRIER TYPE 08 PIN DIP SIDE ENTRY WITHOUT MOUNTING EAR　
13546,1430,6.35 TERMINAL BLOCK BARRIER TYPE 02P DIP 180° BLACK INSULATOR　
13577,1430,6.35 TERMINAL BLOCK BARRIER TYPE 02 PIN DIP RIGHT ANGLE WITHOUT MOUNTING EAR　
13578,1430,6.35 TERMINAL BLOCK BARRIER TYPE 03 PIN DIP RIGHT ANGLE WITHOUT MOUNTING EAR　
13579,1430,6.35 TERMINAL BLOCK BARRIER TYPE 04 PIN DIP RIGHT ANGLE WITHOUT MOUNTING EAR　
13580,1430,6.35 TERMINAL BLOCK BARRIER TYPE 05 PIN DIP RIGHT ANGLE WITHOUT MOUNTING EAR　
13581,1430,6.35 TERMINAL BLOCK BARRIER TYPE 06 PIN DIP RIGHT ANGLE WITHOUT MOUNTING EAR　
13582,1430,6.35 TERMINAL BLOCK BARRIER TYPE 07 PIN DIP RIGHT ANGLE WITHOUT MOUNTING EAR　
13583,1430,6.35 TERMINAL BLOCK BARRIER TYPE 09 PIN DIP RIGHT ANGLE WITHOUT MOUNTING EAR　
13584,1430,6.35 TERMINAL BLOCK BARRIER TYPE 10 PIN DIP RIGHT ANGLE WITHOUT MOUNTING EAR　
