PROJ-ADAF-0163-STAN-01;CAPC-0805-X-UF10-V25;C5;C5;10UF;CAP_CERAMIC_0805;_0805;Ceramic Capacitors;;
PROJ-ADAF-0163-STAN-01;HEAD-I01-X-PI07-01;JP2;JP2;;HEADER-1X770MIL;1X07_ROUND_70;PIN HEADER;;
PROJ-ADAF-0196-STAN-01;TERS-35D-L-PI04-01;CN1;CN1;1X4-3.5MM;1X4-3.5MM;1X04-3.5MM;4-pin connector;;
PROJ-ADAF-0196-STAN-01;TERS-35D-L-PI02-01;J1;J1;1X2-3.5MM;1X2-3.5MM;1X2-3.5MM;3.5mm Terminal block;;
PROJ-ADAF-0196-STAN-01;TERS-35D-L-PI06-01;JP1;JP1;;PINHD-1X6-3.5MM;1X06-3.5MM;PIN HEADER;;
PROJ-ADAF-0196-STAN-01;HEAD-I01-X-PI06-01;JP2;JP2;;PINHD-1X6CB;1X06-CLEANBIG;PIN HEADER;;
PROJ-ADAF-0196-STAN-01;HEAD-I01-X-PI08-01;JP3;JP3;;PINHD-1X8CLEANBIG;1X08-CLEANBIG;PIN HEADER;;
PROJ-ADAF-0196-STAN-01;HEAD-I01-X-PI08-01;JP4;JP4;;PINHD-1X8CLEANBIG;1X08-CLEANBIG;PIN HEADER;;
PROJ-ADAF-0196-STAN-01;TERS-35D-L-PI08-01;JP5;JP5;;PINHD-1X8-3.5MM;1X08-3.5MM;PIN HEADER;;
PROJ-ADAF-0196-STAN-01;TERS-35D-L-PI08-01;JP6;JP6;;PINHD-1X8-3.5MM;1X08-3.5MM;PIN HEADER;;
PROJ-ADAF-0196-STAN-01;TERS-35D-L-PI08-01;JP7;JP7;;PINHD-1X8-3.5MM;1X08-3.5MM;PIN HEADER;;
PROJ-ADAF-0196-STAN-01;HEAD-I01-X-PI06-01;JP8;JP8;;PINHD-1X6CB;1X06-CLEANBIG;PIN HEADER;;
PROJ-ADAF-0196-STAN-01;HEAD-I01-X-PI01-01;JP9;JP9;;PINHD-1X1;1X01;Pin header 1x1 for 0.1 spacing;;
PROJ-ADAF-0196-STAN-01;LEDS-03-G-STAN-01;LED;LED;;LED3MM;LED3MM;LED;;
PROJ-ADAF-0196-STAN-01;LEDS-03-G-STAN-01;POWER;POWER;;LED3MM;LED3MM;LED;;
PROJ-ADAF-0196-STAN-01;HEAD-I01-X-PI01-01;W;W;;PINHD-1X1;1X01;Pin header 1x1 for 0.1 spacing;;
PROJ-ADAF-0196-STAN-01;HEAD-I01-X-PI01-01;X;X;;PINHD-1X1;1X01;Pin header 1x1 for 0.1 spacing;;
PROJ-ADAF-0196-STAN-01;HEAD-I01-X-PI01-01;Y;Y;;PINHD-1X1;1X01;Pin header 1x1 for 0.1 spacing;;
PROJ-ADAF-0196-STAN-01;HEAD-I01-X-PI01-01;Z;Z;;PINHD-1X1;1X01;Pin header 1x1 for 0.1 spacing;;
PROJ-ADAF-0254-STAN-01;LEDS-0805-R-STAN-01;ACT;ACT;RED;LEDCHIP-LED0805;CHIP-LED0805;LED;;
PROJ-ADAF-0254-STAN-01;CAPC-0805-X-NF100-V50;C2;C2;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0254-STAN-01;VREG-SO235-X-KLP298XS-V33D;IC2;IC2;LP298XS;LP298XS;SOT23-5L;;;
PROJ-ADAF-0254-STAN-01;HEAD-I01-X-PI08-01;JP1;JP1;;PINHD-1X8BIG;1X08-BIG;PIN HEADER;;
PROJ-ADAF-0254-STAN-01;RESE-0805-X-O102-01;R1;R1;1K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0259-STAN-01;CAPC-0805-X-UF10-V25;C1;C1;10uF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0259-STAN-01;CAPC-0805-X-UF10-V25;C2;C2;10uF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0259-STAN-01;HEAD-I01-X-PI02-01;JP1;JP1;PWR_IN_0.1;HEADER-1X2;1X02_OVAL;PIN HEADER;;
PROJ-ADAF-0259-STAN-01;HEAD-I01-X-PI02-01;JP3;JP3;LOAD_0.1;HEADER-1X2;1X02_OVAL;PIN HEADER;;
PROJ-ADAF-0259-STAN-01;HEAD-I01-X-PI02-01;JP5;JP5;BATT_IN_0.1;HEADER-1X2;1X02_OVAL;PIN HEADER;;
PROJ-ADAF-0259-STAN-01;HEAD-I01-X-PI02-01;JP6;JP6;STAT;HEADER-1X2;1X02_OVAL;PIN HEADER;;
PROJ-ADAF-0259-STAN-01;LEDS-0805-O-STAN-01;LED1;LED1;STAT1-ORANGE;LED0805;CHIPLED_0805;LED;;
PROJ-ADAF-0259-STAN-01;LEDS-0805-G-STAN-01;LED2;LED2;STAT2-GREEN;LED0805;CHIPLED_0805;LED;;
PROJ-ADAF-0259-STAN-01;LEDS-0805-R-STAN-01;LED3;LED3;Power-RED;LED0805;CHIPLED_0805;LED;;
PROJ-ADAF-0259-STAN-01;RESE-0805-X-O151-01;R1;R1;150;RESISTOR0805;0805;Resistors;;
PROJ-ADAF-0259-STAN-01;RESE-0805-X-O151-01;R2;R2;150;RESISTOR0805;0805;Resistors;;
PROJ-ADAF-0259-STAN-01;RESE-0805-X-O151-01;R3;R3;150;RESISTOR0805;0805;Resistors;;
PROJ-ADAF-0269-STAN-01;CAPC-0805-X-UF10-V25;C1;C1;10uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0269-STAN-01;CAPC-0805-X-UF10-V25;C2;C2;10uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0269-STAN-01;DIOD-S323-X-K4148-01;D1;D1;1n4148;DIODESOD-323F;SOD-323F;Diode;;
PROJ-ADAF-0269-STAN-01;DIOD-S323-X-K4148-01;D2;D2;1N4148;DIODESOD-323F;SOD-323F;Diode;;
PROJ-ADAF-0269-STAN-01;VREG-SO235-X-KLP298XS-V33D;IC2;IC2;LP298XS;LP298XS;SOT23-5L;;;
PROJ-ADAF-0269-STAN-01;TERS-35D-L-PI02-01;J1;J1;1X2-3.5MM;1X2-3.5MM;1X2-3.5MM;3.5mm Terminal block;;
PROJ-ADAF-0269-STAN-01;HEAD-I01-X-PI06-01;JP1;JP1;Breakout;HEADER-1X676MIL;1X06_ROUND_76;PIN HEADER;;
PROJ-ADAF-0269-STAN-01;RESE-0805-X-O103-01;R1;R1;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0269-STAN-01;RESE-0805-X-O103-01;R2;R2;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0280-STAN-01;CAPC-0805-X-UF47-01;C3;C3;0.47uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0280-STAN-01;LEDS-0805-O-STAN-01;CHG;CHG;ORANGE;LEDCHIPLED_0805;CHIPLED_0805;LED;;
PROJ-ADAF-0280-STAN-01;LEDS-0805-R-STAN-01;ERR;ERR;RED;LEDCHIPLED_0805;CHIPLED_0805;LED;;
PROJ-ADAF-0280-STAN-01;LEDS-0805-G-STAN-01;PG;PG;GREEN;LEDCHIPLED_0805;CHIPLED_0805;LED;;
PROJ-ADAF-0280-STAN-01;RESE-0805-X-O471-01;R11;R11;470;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0280-STAN-01;HEAD-I01-X-PI01-01;STAT3;STAT3;;PINHD-1X1;1X01;Pin header 1x1 for 0.1 spacing;;
PROJ-ADAF-0280-STAN-01;HEAD-I01-X-PI01-01;STAT4;STAT4;;PINHD-1X1;1X01;Pin header 1x1 for 0.1 spacing;;
PROJ-ADAF-0284-STAN-01;CAPC-0805-X-NF100-V50;C2;C2;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0284-STAN-01;CAPC-0805-X-NF100-V50;C3;C3;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0284-STAN-01;HEAD-I01-X-PI06-01;FTDI;FTDI;;PINHD-1X6CB;1X06-CLEANBIG;PIN HEADER;;
PROJ-ADAF-0284-STAN-01;RESE-0805-X-O100-01;R1;R1;10;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0284-STAN-01;RESE-0805-X-O102-01;R2;R2;1K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0284-STAN-01;RESE-0805-X-O102-01;R3;R3;1K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0284-STAN-01;RESE-0805-X-O100-01;R5;R5;10;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0284-STAN-01;LEDS-0805-G-STAN-01;RX;RX;Green;LEDCHIP-LED0805;CHIP-LED0805;LED;;
PROJ-ADAF-0284-STAN-01;LEDS-0805-R-STAN-01;TX;TX;Red;LEDCHIP-LED0805;CHIP-LED0805;LED;;
PROJ-ADAF-0292-STAN-01;CAPC-0805-X-NF100-V50;C2;C2;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0292-STAN-01;HEAD-I01-X-PI16-01;JP1;JP1;;PINHD-1X16;1X16;PIN HEADER;;
PROJ-ADAF-0292-STAN-01;RESE-0805-X-O103-01;R1;R1;10k;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0292-STAN-01;RESE-0805-X-O103-01;R2;R2;10k;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0292-STAN-01;RESE-0805-X-O103-01;R3;R3;10k;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0292-STAN-01;RESE-0805-X-O472-01;R4;R4;4.7k;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0292-STAN-01;RESE-0805-X-O472-01;R5;R5;4.7k;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0292-STAN-01;RESE-0805-X-O103-01;R6;R6;10k;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0292-STAN-01;RESE-0805-X-O103-01;R7;R7;10k;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0326-STAN-01;HEAD-I01-X-PI10-01;B1;B1;PINHD-1X10;PINHD-1X10;1X10-BIG;Pin header 1x10 0.1 spacing;;
PROJ-ADAF-0326-STAN-01;CAPC-0805-X-UF1-V25;C1;C1;1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0326-STAN-01;CAPC-0805-X-UF1-V25;C2;C2;1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0326-STAN-01;CAPC-0805-X-UF22D-V25;C3;C3;2.2uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0326-STAN-01;CAPC-0805-X-UF1-V25;C4;C4;1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0326-STAN-01;CAPC-0805-X-NF100-V50;C5;C5;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0326-STAN-01;CAPC-0805-X-UF22D-V25;C6;C6;2.2uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0326-STAN-01;CAPC-0805-X-NF100-V50;C7;C7;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0326-STAN-01;HEAD-I01-X-PI10-01;P0;P0;PINHD-1X10;PINHD-1X10;1X10-BIG;Pin header 1x10 0.1 spacing;;
PROJ-ADAF-0326-STAN-01;RESE-0805-X-O103-01;R1;R1;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0326-STAN-01;RESE-0805-X-O103-01;R2;R2;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0326-STAN-01;RESE-0805-X-O103-01;R3;R3;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0326-STAN-01;RESE-0805-X-O3903-01;R4;R4;390K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0358-STAN-01;CAPC-0805-X-UF10-V25;C1;C1;10uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0358-STAN-01;CAPC-0805-X-UF10-V25;C2;C2;10uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0358-STAN-01;CAPC-0805-X-NF100-V50;C3;C3;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0358-STAN-01;CAPC-0805-X-NF100-V50;C4;C4;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0358-STAN-01;VREG-SO235-X-KLP298XS-V33D;IC2;IC2;LP298XS;LP298XS;SOT23-5L;;;
PROJ-ADAF-0358-STAN-01;RESE-0805-X-O102-01;R2;R2;1K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-PF22-01;C1;C1;22pF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-PF22-01;C2;C2;22pF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-PF220-01;C3;C3;220pF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-PF220-01;C4;C4;220pF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C5;C5;NC;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C6;C6;NC;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-PF100-01;C7;C7;100pF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-PF100-01;C8;C8;100pF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C9;C9;NC;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C10;C10;NC;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C11;C11;0.1UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-PF33-01;C12;C12;33pF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-PF33-01;C13;C13;33pF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C14;C14;0.1UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C16;C16;0.1UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C17;C17;0.1UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-UF10-V25;C18;C18;10UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-UF10-V25;C19;C19;10UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C20;C20;0.1UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-UF10-V25;C21;C21;10UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-UF10-V25;C22;C22;10UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C23;C23;0.1UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-NF100-V50;C24;C24;0.1UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-UF10-V25;C25;C25;10UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;CAPC-0805-X-UF10-V25;C26;C26;10UF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0364-STAN-01;HEAD-I01-X-PI12-01;JP3;JP3;;HEADER-1X12;1X12_ROUND;;;
PROJ-ADAF-0364-STAN-01;HEAD-I01-X-PI08-01;JP4;JP4;;HEADER-1X8ROUND;1X08_ROUND;PIN HEADER;;
PROJ-ADAF-0364-STAN-01;HEAD-I01-X-PI01-01;JP5;JP5;;HEADER-1X1ROUND;1X01_ROUND;PIN HEADER;;
PROJ-ADAF-0364-STAN-01;LEDS-0805-G-STAN-01;LED1;LED1;PWR;LED0805;CHIPLED_0805;LED;;
PROJ-ADAF-0364-STAN-01;RESE-0805-X-O102-01;R1;R1;1.0K;RESISTOR0805;0805;Resistors;;
PROJ-ADAF-0364-STAN-01;RESE-0805-X-O103-01;R7;R7;10K;RESISTOR0805;0805;Resistors;;
PROJ-ADAF-0376-STAN-01;CAPC-0805-X-UF10-V25;C1;C1;10uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0376-STAN-01;CAPC-0805-X-NF100-V50;C2;C2;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0376-STAN-01;CAPC-0805-X-NF100-V50;C3;C3;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0376-STAN-01;CAPC-0805-X-NF100-V50;C4;C4;0.1uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0376-STAN-01;CAPC-0805-X-UF10-V25;C5;C5;10uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0376-STAN-01;VREG-SO235-X-KLP298XS-V33D;IC4;IC4;ADP122;LP298XS;SOT23-5L;;;
PROJ-ADAF-0376-STAN-01;RESE-0805-X-O220-01;R1;R1;22;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0376-STAN-01;RESE-0805-X-O220-01;R2;R2;22;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0376-STAN-01;RESE-0805-X-O220-01;R3;R3;22;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0376-STAN-01;RESE-0805-X-O220-01;R4;R4;22;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0376-STAN-01;RESE-0805-X-O102-01;R5;R5;1K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0390-STAN-01;CAPC-0805-X-UF10-V25;C1;C1;10uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0390-STAN-01;CAPC-0805-X-UF10-V25;C2;C2;10uF;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0390-STAN-01;CAPC-0805-X-UF10-V25;C3;C3;10uF/10V;C-USC0805K;C0805K;CAPACITOR, American symbol;;
PROJ-ADAF-0390-STAN-01;LEDS-0805-O-STAN-01;CHRG/LBO;CHRG/LBO;ORANGE;LEDCHIP-LED0805;CHIP-LED0805;LED;;
PROJ-ADAF-0390-STAN-01;DIOD-S123-X-KMBR120-01;D1;D1;MBR120VLSFT1G;DIODESOD-123;SOD-123;Diode;;
PROJ-ADAF-0390-STAN-01;LEDS-0805-G-STAN-01;DONE;DONE;GREEN;LEDCHIP-LED0805;CHIP-LED0805;LED;;
PROJ-ADAF-0390-STAN-01;HEAD-I01-X-PI02-01;JP1;JP1;DCIN;HEADER-1X2;1X02_OVAL;PIN HEADER;;
PROJ-ADAF-0390-STAN-01;HEAD-I01-X-PI02-01;JP2;JP2;STATUS;HEADER-1X2;1X02_OVAL;PIN HEADER;;
PROJ-ADAF-0390-STAN-01;HEAD-I01-X-PI02-01;JP3;JP3;LOAD;HEADER-1X2;1X02_OVAL;PIN HEADER;;
PROJ-ADAF-0390-STAN-01;HEAD-I01-X-PI02-01;JP4;JP4;BATT;HEADER-1X2;1X02_OVAL;PIN HEADER;;
PROJ-ADAF-0390-STAN-01;LEDS-0805-R-STAN-01;PWR;PWR;RED;LEDCHIP-LED0805;CHIP-LED0805;LED;;
PROJ-ADAF-0390-STAN-01;RESE-0805-X-O2703-01;R2;R2;270K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0390-STAN-01;RESE-0805-X-O1003-01;R3;R3;100K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0390-STAN-01;RESE-0805-X-O102-01;R5;R5;1K;R-US_M0805;M0805;RESISTOR, American symbol;;
PROJ-ADAF-0390-STAN-01;RESE-0805-X-O102-01;R8;R8;1K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0390-STAN-01;RESE-0805-X-O102-01;R9;R9;1K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0390-STAN-01;RESE-0805-X-O102-01;R10;R10;1K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0390-STAN-01;RESE-0805-X-O202-01;R11;R11;2K;R-US_FLIPFLOP;0805-THM;RESISTOR, American symbol;;
PROJ-ADAF-0390-STAN-01;RESE-0805-X-O1003-01;R12;R12;100K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0391-STAN-01;CAPC-0805-X-UF1-V25;C1;C1;1.0uF;C-USC0805;C0805;CAPACITOR, American symbol;;
PROJ-ADAF-0391-STAN-01;CAPC-0805-X-UF1-V25;C2;C2;1.0uF;C-USC0805;C0805;CAPACITOR, American symbol;;
PROJ-ADAF-0391-STAN-01;DIOD-S323-X-K4148-01;D1;D1;1N4148;DIODESOD-323F;SOD-323F;Diode;;
PROJ-ADAF-0391-STAN-01;HEAD-I01-X-PI07-01;JP2;JP2;Breakout;HEADER-1X7THICKER;1X07_ROUND_76;PIN HEADER;;
PROJ-ADAF-0391-STAN-01;MOSN-SO23-X-KBSS138-01;Q1;Q1;BSS138;MOSFET-NREFLOW;SOT23;N-Channel Mosfet;;
PROJ-ADAF-0391-STAN-01;MOSN-SO23-X-KBSS138-01;Q2;Q2;BSS138;MOSFET-NREFLOW;SOT23;N-Channel Mosfet;;
PROJ-ADAF-0391-STAN-01;RESE-0805-X-O103-01;R1;R1;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0391-STAN-01;RESE-0805-X-O103-01;R2;R2;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0391-STAN-01;RESE-0805-X-O103-01;R3;R3;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0391-STAN-01;RESE-0805-X-O103-01;R4;R4;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0395-STAN-01;CAPC-0805-X-NF100-V50;C1;C1;0.1uF;C-USC0805;C0805;CAPACITOR, American symbol;;
PROJ-ADAF-0395-STAN-01;CAPC-0805-X-NF100-V50;C2;C2;0.1uF;C-USC0805;C0805;CAPACITOR, American symbol;;
PROJ-ADAF-0395-STAN-01;HEAD-I01-X-PI10-01;JP1;JP1;;HEADER-1X10THICKER;1X10_ROUND_76;PIN HEADER;;
PROJ-ADAF-0395-STAN-01;HEAD-I01-X-PI10-01;JP2;JP2;;HEADER-1X10THICKER;1X10_ROUND_76;PIN HEADER;;
PROJ-ADAF-0395-STAN-01;RESE-0805-X-O103-01;R1;R1;10K;R-US_R0805;R0805;RESISTOR, American symbol;;
PROJ-ADAF-0466-STAN-01;CAPC-0805-X-UF10-V25;C1;C1;10uF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
PROJ-ADAF-0466-STAN-01;CAPC-0805-X-UF10-V25;C2;C2;10uF;CAP_CERAMIC0805;0805;Ceramic Capacitors;;
